company,rating,date,title,text,company_reply,user_url,user_num_reviews,user_geo_location
N26,Rated 1 out of 5 stars,2022-06-16T12:54:22.000Z,Not secure service,Not secure service. There have been 2 unauthorized withdrawals from my account and N26 doesn’t take any responsibility and couldn’t solve the issue with getting the amount back. Instead they ask for more declarations and documents etc.,"Hi There, ,Thanks for reaching out. We're sorry to hear that it is taking longer than expected to resolve your chargeback request. ,We can help advise on your options via our social media channels. ,We're available on Twitter via @N26_Support, or Instagram via @N26. You can also message us on the N26IT, N26FR, or N26ES Facebook page.,Best regards, Ben, your N26 support",/users/5f8f54052d1fd60019b3c574,2,DE
N26,Rated 1 out of 5 stars,2022-06-17T04:42:54.000Z,Closed my account for no specific…,"Closed my account for no specific reasons. Don't answer emails. Don't pay out the money which is stuck in the closed account. I will have to file charges against them. I have been an excellent client for more than three years before they started to show their real face. I surely hope Mr. Thiel goes to hell for having allowed this to happen. I am not considering legal action. There will be legal action. And N26 will be contacted directly by the authorities as they chose to ignore the problem they created when dealing with me. Meanwhile, I will be using my talent to accelerate the process of bringing the company down hard and fast by warning existing as well as potential new clients about this. Geez, N26 should rename to THIEVERY Corp.!","Hi Darden, ,Thanks for reaching out. We're sorry to hear that it is taking longer than expected to resolve the closure of your account. ,If you are considering legal action please email complaints from your registered email address detailing your claim. ,Best regards, Ben, your N26 support. ",/users/62ab03d601772800125379bb,1,DE
N26,Rated 1 out of 5 stars,2022-06-16T17:05:22.000Z,Transactions are slower the higher the value,"Transactions normally are super fast - for the first time i was expecting a rather high sum (real estate deal) and all through a sudden the SEPA guarantee of two working days (3 if a weekend is inbetwen) fail and the friendly (!) service chat is hiding behind vague excuses and pledges for patience. So, n26 is a great bank for „little banking“ but do reconsider if it is something serious.,Update: 24h later still not a single  update. The reaction n26 posted here are the standard text blocks that have no extra info to the FAQ and contain only reasons I could already rule out. This is getting embarrassing","Hello Fabian!,Thanks for taking the time to leave us a review.,Incoming SEPA instant transfers to N26 accounts are instant, as long as they are sent from a bank that supports instant credit transfers. However, transfers may sometimes be delayed if they need to be checked due to SEPA banking regulations.,Regular incoming SEPA transfers should arrive within a maximum of 2 working days. Kindly note that if a transfer is made just before a weekend or holiday, the time frame will be extended to a maximum of 3 working days. Incoming SWIFT transfers can take up to 4 working days to arrive. ,Following European banking processes, N26 has the responsibility to run routine checks on transactions. As a result, we may ask for documentation to verify the origin or source of these transactions. This can result in the credit being delayed or not taking place.,You can find more information about why transactions may fail or be delayed on our Support Centre here: https://support.n26.com/en-fr/payments-transfers-and-withdrawals/transfers/why-did-my-sepa-transfer-fail,Best Regards,,Rose, Your N26 Support Team.",/users/609bbf17910779001a95e99e,3,DE
N26,Rated 1 out of 5 stars,2022-06-15T10:45:06.000Z,Absolute cancer company,"Absolute cancer company. If they block your account and take your money, make sure you get a lawyer and sue them, it's the only way to speed up the process.,If you don't you will just get automated responses such as. "" Don't worry, we are on your case"", ""We are happy to prioritize this issue for you"". Hope you burn in eternity and drown in lawsuits you absolute piece of trash hipster start-up.","Hey Jason,,Thanks for taking the time to leave your review. ,In accordance with European banking processes, N26 must carry out regular and routine checks on user accounts. ,These processes are followed to ensure our user accounts are kept safe and secure and sometimes he result of these checks will indicate that we must terminate our business relationship.,Whilst we understand the concern you may have for the status of your account, we are unable to provide detailed information and support through this medium.,Due to security reasons, the dedicated team will continue this correspondence via your registered email address in due course.,Kind Regards,,Bella, Your N26 Support Team. ",/users/61f1a5258c48880012413de0,1,VN
N26,Rated 1 out of 5 stars,2022-06-14T17:27:52.000Z,I wish I could leave zero stars,"I wish I could leave zero stars. My N26 Smart account was blocked without warning. I have thousands of euro's and several direct debits due for collection by utility companies. I needed questions answered:,Why is my account being closed? ,Will my direct debits still be paid while the account is being closed? ,Can I have a closing statement? ,How long until I receive my funds back? ,N26 REFUSE to answer my questions. ,I have telephone support included with my account, but this is only accessible via the app  (I am locked out of the app!!) I have tried emails to 'support'. They take 3 - 5 working days to respond. When I do receive a response, it's a generic answer. Not one of my questions has been answered. There is an online chat, but they say:,""I’d like to help you, but as of now N26 Customer Service has no additional information on this subject. You’ll soon receive an email* regarding your account. As I have no further information to provide at the moment I’ll have to close the chat now. Thank you for your understanding and have a nice day."",*I keep receiving the same template responses.,The Chat Support wouldn't even answer my question when I asked 'can I have a transcript of this chat?',The Chat Support hang up once they've finished telling you they cannot help.,If you enjoy getting stuck in those frustrating 'loops' . 'Please sign in to your app' to call us (I can't sign in - that is the problem!)', by all means use N26. Or if you want to have your own money taken from you, please use N26.,If not...,DO NOT USE N26.,EXISITNG CUSTOMER? GET YOUR MONEY OUT NOW!,I am a normal family chap. I have not done anything that could be considered contrary to their T's & C's (I have checked in depth). I was often recommending the account to others on forums due to the ease of sign-up and app usability. Perhaps I didn't quite believe the other 'My Account Was Closed' stories. Please take warning and use another option.,DO NOT USE N26.,Let's see what generic response they leave to this review. There's a pattern emerging in these reviews. Please believe the reviews NOT N26. I have not spent time leaving this review through boredom. I want to warn other users.,I still have no access to my money. No idea when/if I will. No-one to turn to for support or information. Financial Ombudsman next step...,DO NOT USE N26. LEAVE N26.","Hey Andy,,Thank you for taking the time to leave your review.,In accordance with European banking processes, N26 must carry out regular and routine checks on user accounts. We sincerely apologise for the inconvenience this has caused you.,These processes are followed to ensure our user accounts are kept safe and secure.,You can find more information about this on our Support Centre here: https://support.n26.com/en-eu/security/funds-protection/why-does-n26-do-checks-on-transactions,Whilst we understand the concern you may have for the status of your account, we are unable to provide detailed information and support through this medium.,We will continue this correspondence via your registered email address in due course.,Best Regards,,Rose, Your N26 Support Team.",/users/62a8a8da31098800117fbb6b,1,GB
N26,Rated 1 out of 5 stars,2022-06-14T16:16:43.000Z,Following European banking regulations,"Following European banking regulations, N26 must carry out routine compliance checks on our customers' accounts.,Which is their right.,But does the European banking regulations allow N26 to keep clients money ?","Hi Mostafa, ,Thank you for taking the time to leave a review. We're sorry to hear that the closure of your account is taking longer than expected to resolve. The team handling your case will be in touch as soon as possible. ,Best regards, Ben, your N26 support",/users/5f733150b3a7f15f7f4cb671,4,MA
N26,Rated 5 out of 5 stars,2022-06-14T10:11:17.000Z,It’s not complicated at all.,"It’s not complicated at all.,When ever Something is purchased I’m notified right away.,Works really, really good!","Hey Pharu!,Thank you for the lovely review. ,We are so pleased to hear you are enjoying the simplicity of banking with us. ,Kind Regards, ,Peter - Your N26 Support Team",/users/62a8429a80ab280012e53a43,1,DE
N26,Rated 1 out of 5 stars,2022-06-13T21:11:54.000Z,11 days and counting of no access to my money,"Like many people writing reviews , I had a free N26 account and everything was fine. At the end of May I was asked to verify my identity which after a few days I worked out how to do and it went smoothly. But my account was still as of June 2nd  2022 suspended, I could not transfer out any money. I wrote to support chat who told it would take a ""couple of days"" to to be fully working again. A few days later no change. I wrote again and was asked for my patience. I wrote to the service @n26 and then said we need to check something and be patient. I wrote to the complaints @ n26 and they didn""t respond. There is no phone number to talk to anyone. I upgraded my account to Smart to get access to a phone number and when i dial the number there is just a recorded message telling me to contact the useless support chat. Today is June 13th and i still cant access my own money 11days later. Don't get your wages paid into this bank or rely on it to pay serious bills, It's not fit for purpose, how can this service be legal ?","Hey, ,Thank you for taking the time to leave a review.,As a licensed bank, we are legally obligated to request customers to verify their identity at regular intervals. ,Kind Regards, ,Peter - N26 Support Team",/users/62a7732b4250fa0012de0165,1,DE
N26,Rated 1 out of 5 stars,2022-06-12T22:42:24.000Z,N26 Big New SCAMMMM,"For all people in Belgium and France they cancel your account immediately with no reason or delay and block your money indefinitely. The only reason they give you is an investigation that never ends.,But the main reason they are in Bankrupt and they need huge liquidity so they go and use the customer money, and you have to spend more money for lawyers to get back you money ,N26 is dead just a matter of days","Hello!,Thank you for taking the time to leave your review.,In accordance with European banking processes, N26 must carry out regular and routine checks on user accounts. We sincerely apologise for the inconvenience this has caused you.,These processes are followed to ensure our user accounts are kept safe and secure.,You can find more information about this on our Support Centre here: https://support.n26.com/en-eu/security/funds-protection/why-does-n26-do-checks-on-transactions,Whilst we understand the concern you may have for the status of your account, we are unable to provide detailed information and support through this medium.,The dedicated compliance team will continue this correspondence via your registered email address in due course.,Best Regards,,Rose, Your N26 Support Team",/users/58a5871e0000ff000a7819ce,2,BE
N26,Rated 5 out of 5 stars,2022-06-12T19:04:26.000Z,Very good customer support,,,/users/62a61c8bd5935e001261fca2,1,DE
N26,Rated 5 out of 5 stars,2022-06-12T18:51:44.000Z,Customer service is perfect,Customer service is perfect. Problem understanding and solving - top!!! My favourite Bank!,"Hey Soner!,It's great to hear from our customers about their experience with us and we thank you for sharing yours.,We're so glad to hear that you had a top experience. ,We set a high standard for ourselves, and we’re thrilled that this has been met using our customer services. ,Kind Regards, ,Peter - Your N26 Support Team",/users/62a61999d5935e001261faab,1,BG
N26,Rated 1 out of 5 stars,2022-06-12T14:20:17.000Z,Terminated account and no refund!!!,Do not open a bank account in this bank! My bank account was terminated for violating terms and conditions. When I contacted the support they told me that their systems are automated and couldn’t state what I actually did wrong. Till this day I have not received the money that was on that bank account!!! Even though that I followed all the instructions it has been over 2 months already!!!!! Every time I contact the support they say that they don’t see i to this issue and that the money will come soon.,"Hey Lucka,,Thank you for taking the time to leave your review.,In accordance with European banking processes, N26 must carry out regular and routine checks on user accounts. We sincerely apologise for the inconvenience this has caused you.,These processes are followed to ensure our user accounts are kept safe and secure.,You can find more information about this on our Support Centre here: https://support.n26.com/en-eu/security/funds-protection/why-does-n26-do-checks-on-transactions,Whilst we understand the concern you may have for the status of your account, we are unable to provide detailed information and support through this medium.,We will continue this correspondence via your registered email address in due course.,Best Regards,,Rose, Your N26 Support Team",/users/62a5d9bd6d03550011039427,1,CZ
N26,Rated 3 out of 5 stars,2022-06-11T23:21:47.000Z,Verification is not possible for me,"In my country (austria) a verification via driving license is not possible. As this usually counts as an official identity document i don‘t own any of the ones they require for verification. I don‘t own these documents because i don‘t need them. Why should i spend money for identity documents i only need for opening a bank account? No thanks!,Else the app is full of grammar and spelling mistakes. Not very serious for a bank!","Hey Cornelia, ,Thank you for your interest in joining our bank! ,We apologise for any disappointment caused by being unable to pass verification.,As a fully licensed bank, we have to follow strict guidelines. ,We're always looking to add more IDs to our list of documents. ,You can follow our social channels as all updates will be released there!,Kind Regards, ,Peter - Your N26 Support Team",/users/62a507564250fa0012dcdd5f,1,AT
N26,Rated 3 out of 5 stars,2022-06-11T09:42:13.000Z,I was fairly happy with N26 and the…,I was fairly happy with N26 and the banking App - when it was set up and when it worked. As soon as any issue out of the ordinary comes up it is a weary and daunting process to try and figure it out with their customer service.,"Hey Sven, ,Thank you for the taking the time to leave a review. ,We apologise for any issues with the app. ,Please reply to the request through here so we can check your case.,Kind Regards, ,Peter - Your N26 Support Team",/users/58e4afa20000ff000a89c358,3,DE
N26,Rated 1 out of 5 stars,2022-06-13T09:56:22.000Z,This so called bank is an absolute scam,"This so called bank is an absolute joke and is a scam. ,I tried to pair a new device 7 days ago. My ID is still being verified. Ive had the account for 2years. Iam unable to access my money. And nobody can give me a date when i can expect to. The support and chat are useless. They have basically stolen my money and i cant do anything about it. ,I have children to feed and bills to pay. Ive begged and begged for help. To no avail. My next option is going to the police.,RE REPLY.,Yes i understand your need to stick to the regulations. But my account has been open for 2 years. All i needed to do was unpair an old device and pair my new one. I completed the live one on one verification process with one of your colleagues. He mentioned no problems. Its now been 9 days without access to my money. And nobody can give me a date when i can expect to re gain access. My case has been escalated twice by N26 support. But iam still waiting. Penniless with no food for my children or money for my bills. 9 days and no idea when or if i can see my money again.","Hey Justin, ,Thank you for the review. ,As a licensed bank, we’re legally obligated to request customers to verify their identity at regular intervals.,Functionality of your N26 account is limited whilst your verification is being completed. ,We apologise for any inconvenience caused. ,Kind Regards, ,Peter - Your N26 Support Team",/users/568ba36a0000ff0001f96ada,9,GB
N26,Rated 5 out of 5 stars,2022-06-10T19:10:15.000Z,all my questions and problems were…,all my questions and problems were solved as quickly as possible.,"Hey Achim!,Thank you for sharing your experiences. We love to hear from our customers about their experience. ,We are glad our customer service resolved the issue for your quickly. ,Kind Regards, ,Peter - Your N26 Support Team,We",/users/60479dfa685fdc0019a739df,3,DE
N26,Rated 1 out of 5 stars,2022-06-10T18:11:05.000Z,UTTERLY DISGRACEFUL Customer Service,"I submitted a Medical Insurance Claim on the 7th June, and spoken to both Allianz and N26 support for the next 3 days with ZERO reply from Allianz about my claim, not even a reply to acknowledge that they received my claim.,Needless to say N26 is blaming Allianz and Allianz is blaming N26 for the disgraceful service I have received from BOTH companies, you would do well to avoid EITHER of these companies.","Hey Duncan, ,Thank you for the feedback. ,We apologise for any delays with our insurance partner Allianz. ,There is a contact phone number within the app to reach out to the insurer directly. ,Kind Regards, ,Peter - N26 Support Team",/users/62a36ba801ef0a001191534e,1,TR
N26,Rated 1 out of 5 stars,2022-06-10T16:04:43.000Z,Unreasonalbe termination,"Unreasonalbe termination,N26 terminate my account and said that is because of my irregulars. I asked which AGB Terms and they did not reply. They just terminate my account and lock my money forcibly. btw, I asked the customer service people many times, the funny reply is ""customer service has no additional information on this subejct.'","Hey Scarlett, ,Thank you for taking the time to leave a review. ,As a licensed bank, we carry out checks on customers' accounts.,We sincerely apologise for the inconvenience this has caused you.,We follow these processes to ensure our user accounts are safe and secure.,Whilst we understand your query and the concern you may have about the status of the account, we are unable to provide detailed information and support through this medium.,We will continue this correspondence via your registered email address in due course.,Kind Regards,,Peter - Your N26 Support Team",/users/62a34f7401ef0a00119136b5,1,DE
N26,Rated 1 out of 5 stars,2022-06-10T12:54:10.000Z,Beware of the offers.,"Both the customer support and the way how the banking functions is horrible.,In December 2021, I received an offer for Netflix-N26 and chill. In which it states that by 31st January 2022 you should subscribe for the 7.99€ and in the following month by 10th you will receive the cashback and this is for a 6 month period.,For the first month I got the refund and after that I had to contact customer support and they are clueless of this offer.,Now, I have still not received the cashback for April and May. When contacted the customer support they are once again clueless of this offer and the most annoying is to every other support agent I have to explain the issue over and over. ,Even though they collect data they don't look up the chat history or not make a complaint number.,They provide the most ambiguous answer with no timeline. ,Please stay away from their offers. Just use it for normal transaction and also don't have this as your primary account.,Money will be gone and it will be hard to get it back even though the mistake is on their side.","Hi Ganeshan,,Thank you for taking the time to leave your feedback. We're sorry to hear that it is taking longer than expected to resolve the issue with your Netflix special offer.,Best regards, Ben, your N26 support",/users/62a322be0ca7ed001272d008,1,DE
N26,Rated 1 out of 5 stars,2022-06-09T17:49:37.000Z,I never reccomend this bank shop.,"I never reccomend this shop. They suspend my bank account and held my money and when I am asking from the customer service they always says, they have no information and it’s checking still. If they cannot give the status of my bank balance , why they have customer service. Don’t open bank account in this online shop. They don’t have a contact number at least to contact to the customers. I lost my money. I didn’t do any suspicious tasks. I have all information for my payments and fund sources.","Hey, ,Thank you for the review. ,As a licensed bank, we carry out checks on customers' accounts.,We sincerely apologise for the inconvenience this has caused you.,We follow these processes to ensure our user accounts are safe and secure.,Whilst we understand your query and the concern you may have about the status of the account, we are unable to provide detailed information and support through this medium.,We will continue this correspondence via your registered email address in due course.,Kind Regards,,Peter - Your N26 Support Team",/users/62a216882e81d900120df45f,1,DE
N26,Rated 1 out of 5 stars,2022-06-09T10:05:16.000Z,Thank you for your answer,"Thank you for your answer. Instead of the expected explanation you accuse.,If we transfer from 250 to 500 euros every month to our daughter, is this suspicious activity, due to which it is possible to block her account without the ability to withdraw money from it right after we’ve sent her money?,In that case you would need to close not the accounts of 25% of your customers, but of all 99%. What kind of defective algorithm is used by your internal audit department to weed out suspicious accounts?,One thing remains unclear: how will our daughter get back the 600 euros that are stuck in her account? Do we really have to file a complaint with the Banking Ombudsman in order to receive normal customer service?","Hey Maria, ,Thanks for taking the time to leave a review ,We are sorry to hear there are problems with your child's account. ,Please ask them to come and speak with us. ,We are very active on Twitter @N26_Support and Instagram @N26. ,Kind Regards, ,Peter - Your N26 Support Team",/users/5bbcb4664de5666d344e6d41,5,BE
N26,Rated 1 out of 5 stars,2022-06-08T16:43:55.000Z,They rightfully closed my account but...,"They rightfully closed my account, absolutely not fighting that but their support on resolving the issue is extremely poor. Ever heard of customer retention? I'll make sure never to use your services again","Hey Benjamin,,Thanks for your feedback.,We are sorry to hear that you've had a bad experience with our support.,We would be happy to check any of your concerns should you contact us in our social media channels. ,We're available on Twitter via @N26_Support, or Instagram via @N26. You can also message us on the N26IT, N26FR, or N26ES Facebook page.,Best Regards,,Bella, Your N26 Support Team.",/users/5dd2c045ccc6ab6dddadc4a3,3,ES
